name,c00_infant_mortality_educ,c00_neonatal_mortality_educ,c00_perinatal_mortality_educ,c00_preterm_birth_educ,c00_sga_educ,c11_class_foreign_born_parents_educ,c11_class_havo_test_educ,c11_class_income_above_75th_educ,c11_class_income_below_25th_educ,c11_class_income_below_50th_educ,c11_class_language_educ,c11_class_math_educ,c11_class_reading_educ,c11_class_size_educ,c11_class_vmbo_gl_test_educ,c11_class_vwo_test_educ,c11_havo_final_educ,c11_havo_test_educ,c11_language_educ,c11_living_space_pp_educ,c11_math_educ,c11_over_advice_educ,c11_reading_educ,c11_under_advice_educ,c11_vmbo_gl_final_educ,c11_vmbo_gl_test_educ,c11_vwo_final_educ,c11_vwo_test_educ,c11_youth_health_costs_educ,c11_youth_protection_educ,c16_havo_income,c16_living_space_pp_income,c16_secondary_class_foreign_born_parents_income,c16_secondary_class_income_above_75th_income,c16_secondary_class_income_below_25th_income,c16_secondary_class_income_below_50th_income,c16_vmbo_gl_income,c16_vwo_income,c16_youth_health_costs_income,c16_youth_protection_income,c21_hbo_followed_income,c21_high_school_attained_income,c21_living_with_parents_income,c21_uni_followed_income,c21_young_parents_income,c30_age_left_parents_income,c30_basic_mhc_income,c30_debt_income,c30_disability_income,c30_employed_income,c30_gifts_received_income,c30_hbo_attained_income,c30_homeowner_income,c30_home_wealth_income,c30_hospital_income,c30_hourly_wage_income,c30_hourly_wage_max_11_income,c30_hourly_wage_max_14_income,c30_household_income_income,c30_household_income_perc_income,c30_hrs_work_pw_income,c30_income_income,c30_income_perc_income,c30_living_space_pp_income,c30_permanent_contract_income,c30_pharma_income,c30_social_assistance_income,c30_specialist_mhc_income,c30_sum_gifts_income,c30_total_health_costs_income,c30_wealth_income,c30_wealth_no_home_income,c30_wo_attained_income
Oldenzaal,,,,7.66,9.14,5.08,55.07,25.59,19.78,45.8,62.76,53.34,74.09,26.0,77.63,24.04,50.33,55.84,62.11,44.2,53.08,6.1,74.85,19.34,68.91,78.06,21.17,24.39,665.0,,46.66,45.9,3.38,22.27,19.22,47.97,85.85,20.52,1072.0,1.02,60.58,86.52,71.4,17.38,0.67,22.8,5.3,13293.0,2.19,86.24,4.08,50.24,69.98,26811.0,48.9,21.05,6.2,20.28,90666.788,51.52,31.2,47812.638,51.04,53.8,70.75,56.33,1.46,4.2,2760.0,937.0,87077.0,60265.0,19.73
Olst-Wijhe,,,,7.71,8.75,1.63,47.57,17.54,20.05,52.84,55.59,42.56,68.55,19.0,74.34,18.55,43.39,50.0,55.52,37.4,43.1,9.27,68.56,18.54,71.03,74.22,15.03,20.96,877.0,,42.46,39.6,3.51,20.82,20.19,51.64,86.69,15.25,1004.0,1.28,54.55,87.37,74.05,16.41,,23.3,5.82,11657.0,2.25,89.38,7.25,47.29,73.91,37559.0,49.44,20.57,4.38,16.0,90435.804,52.28,31.1,47849.593,51.35,49.0,74.41,53.42,1.43,4.6,5400.0,799.0,118558.0,80999.0,16.14
Ooststellingwerf,,,,7.18,8.74,0.89,45.78,13.78,26.43,62.21,52.38,43.63,67.11,20.0,69.76,17.32,43.26,45.88,52.53,34.5,42.91,11.99,66.21,11.18,67.3,69.78,17.06,17.27,565.0,,45.01,38.2,1.36,16.15,25.26,58.19,85.2,19.76,856.0,1.17,51.3,83.55,62.87,14.74,0.95,22.7,8.29,15326.0,1.96,86.95,4.77,39.03,71.33,24247.0,48.76,19.04,7.03,25.08,81171.409,45.52,30.9,42897.98,46.49,50.5,70.29,62.01,2.81,6.27,2623.0,1009.0,62192.0,37945.0,13.45
Oostzaan,,,,6.38,8.32,5.72,38.98,35.08,13.13,37.0,44.7,37.21,71.2,23.0,68.69,12.16,53.51,38.73,43.16,32.2,35.56,20.95,70.21,2.92,76.88,68.17,18.18,12.2,796.0,,50.08,34.6,24.16,20.92,30.52,54.56,87.85,20.13,976.0,,53.95,86.47,87.28,18.2,,24.5,8.16,11083.0,5.79,86.84,7.37,47.63,66.49,47455.0,50.79,21.31,3.55,15.16,94330.231,53.65,31.2,48755.771,51.79,42.0,71.29,56.84,,6.32,4722.0,1112.0,123474.0,76019.0,14.47
Opmeer,,,,7.62,8.68,1.14,49.04,17.93,14.99,49.05,52.24,46.61,73.86,25.0,76.39,20.76,39.83,48.59,51.92,39.9,46.73,5.64,73.36,20.86,67.41,76.36,15.52,20.64,629.0,,39.84,41.9,5.85,22.08,19.17,47.59,85.51,13.71,889.0,,52.47,87.89,82.29,12.76,,24.1,4.54,10575.0,2.09,90.58,7.5,47.64,82.86,51406.0,46.07,21.26,2.32,14.53,95514.243,55.43,30.9,49754.804,53.17,47.5,73.47,49.56,,3.66,4025.0,626.0,147029.0,95622.0,15.53
Ouder-Amstel,,,,5.88,8.36,9.07,60.98,53.25,15.13,28.16,64.64,49.32,80.45,27.0,81.01,22.67,70.78,63.79,64.18,34.9,51.34,18.03,80.65,2.0,88.25,82.9,35.54,25.12,725.0,,71.72,36.9,18.0,42.91,22.3,37.37,93.45,38.62,890.0,,73.4,90.48,70.8,36.11,,24.1,7.85,22627.0,2.01,89.78,10.77,57.12,63.77,71804.0,50.36,22.22,3.93,15.7,99601.52,55.28,32.7,53572.274,56.5,43.5,72.06,53.1,,5.47,10911.0,1021.0,142855.0,71052.0,29.93
Oudewater,,,,7.5,5.84,1.76,47.35,22.99,17.68,46.23,57.49,47.28,71.58,26.0,75.33,17.52,53.17,48.09,58.08,36.2,46.58,10.79,71.78,9.66,75.05,75.06,20.57,17.98,691.0,,45.82,37.1,6.3,31.05,16.9,40.27,88.24,16.87,1139.0,,56.25,90.26,78.63,15.26,,24.2,4.67,15679.0,,91.02,9.69,45.24,80.51,47722.0,47.22,22.01,3.39,13.35,98951.156,57.24,31.2,52223.95,54.51,45.2,76.92,53.86,,3.95,7394.0,956.0,163195.0,115473.0,15.26
Pekela,,,,9.95,12.75,2.45,42.93,6.97,41.1,70.57,50.87,40.71,62.67,21.0,71.69,15.82,35.01,43.33,49.71,41.5,39.71,9.62,61.43,21.15,65.68,70.24,12.59,16.19,812.0,,23.99,44.1,2.25,9.89,36.46,67.18,75.86,7.33,1175.0,2.5,29.9,72.29,67.78,7.09,,23.3,7.49,15529.0,3.82,80.32,2.5,29.81,69.67,9001.0,53.6,19.89,7.27,23.27,74379.546,40.92,29.8,38800.654,41.82,50.5,69.09,65.79,6.02,6.17,1697.0,1703.0,44725.0,35724.0,9.25
Renkum,,,,8.09,10.14,3.27,52.49,42.73,16.61,32.43,56.49,46.38,76.24,26.0,77.82,21.48,57.74,53.52,55.24,72.5,45.94,16.84,75.91,5.96,82.72,78.74,29.42,21.66,622.0,1.68,59.71,76.5,7.04,36.75,19.7,38.97,90.93,30.93,955.0,1.46,62.93,82.94,54.4,27.61,,22.3,9.85,13593.0,2.14,83.71,7.24,50.13,64.85,31765.0,52.55,21.79,4.48,19.09,92271.191,51.01,31.5,49184.011,51.35,55.1,69.21,59.18,2.35,6.77,4823.0,947.0,73173.0,41408.0,23.73
Renswoude,,,,6.06,6.06,1.21,46.33,19.37,21.04,53.71,49.96,46.76,74.69,27.0,71.4,20.0,43.51,45.51,50.42,23.3,47.08,10.3,75.83,17.61,73.38,73.42,16.23,18.6,566.0,,41.95,33.8,4.22,20.24,21.63,52.08,90.24,17.68,947.0,,40.94,87.5,85.31,9.38,,24.2,3.44,5535.0,,90.38,6.19,35.05,85.17,66932.0,46.05,20.1,6.73,17.49,98001.015,53.84,30.7,48849.863,51.09,43.7,73.99,54.64,,,7960.0,772.0,262269.0,195338.0,13.06
Reusel-De Mierden,,,,6.42,10.03,1.42,50.53,18.65,19.18,51.28,57.41,48.51,71.64,22.0,75.53,21.36,47.01,51.53,55.95,42.4,48.57,9.94,72.38,21.99,73.69,76.34,16.79,21.37,578.0,,39.35,45.1,1.23,22.09,17.8,47.65,86.27,14.97,955.0,,51.46,90.52,83.96,14.78,,25.0,4.35,10287.0,1.41,93.65,10.71,39.06,81.68,69310.0,48.24,20.34,5.08,17.09,93659.867,53.63,31.5,50545.185,54.51,57.8,74.72,61.06,,3.06,7167.0,1466.0,200890.0,131580.0,12.24
Roerdalen,,,,5.56,10.59,3.1,51.37,19.53,24.56,52.91,59.68,50.63,68.92,24.0,77.29,22.25,44.21,51.56,57.87,43.7,48.69,8.74,66.29,16.44,77.68,76.3,15.16,22.52,1011.0,,41.02,45.7,9.81,21.9,25.9,53.39,85.92,19.85,1094.0,1.6,53.52,84.11,73.97,19.18,,23.6,7.22,10034.0,3.17,90.05,8.45,51.94,76.87,41395.0,52.55,21.36,5.8,15.87,95439.918,54.55,32.1,52042.049,54.84,58.3,75.69,60.04,1.32,4.49,6716.0,1371.0,111527.0,70132.0,19.72
Rucphen,,,,6.82,12.8,2.31,50.21,17.01,23.31,55.89,59.17,49.04,69.84,25.0,75.08,19.22,45.87,50.77,57.49,55.0,48.5,8.33,68.73,15.28,73.09,75.85,18.35,19.23,1262.0,,42.77,45.4,7.28,21.71,22.64,51.93,84.72,14.83,1040.0,1.38,44.0,80.75,85.08,11.08,,24.8,6.57,8380.0,2.67,89.33,10.67,35.52,77.79,68599.0,49.62,19.94,5.03,19.77,90330.548,52.37,31.1,45615.985,48.83,52.3,75.56,64.95,2.0,5.33,11035.0,1131.0,145402.0,76803.0,10.76
Simpelveld,,,,5.78,9.25,1.96,49.36,25.76,21.0,48.31,60.58,51.64,74.47,26.0,75.42,22.09,47.35,49.72,61.32,45.1,51.92,11.52,72.82,15.17,77.44,76.12,20.33,23.31,660.0,,47.46,48.0,6.16,21.29,26.74,53.91,87.14,17.93,1290.0,,54.12,79.73,71.13,16.84,,23.7,9.68,12465.0,4.3,86.38,6.27,45.34,73.22,36013.0,51.43,20.39,6.98,22.62,90008.873,51.46,32.1,47399.364,50.87,56.5,73.78,65.05,,6.99,3607.0,986.0,108181.0,72168.0,17.38
Sluis,,,,4.57,10.14,2.63,42.83,22.9,24.26,53.71,50.39,42.14,71.36,16.0,69.39,14.96,40.56,44.61,50.73,40.7,41.61,13.27,71.35,11.61,72.62,70.36,12.59,14.97,529.0,,40.61,42.6,3.36,25.16,22.16,51.47,81.12,13.66,855.0,1.07,50.13,77.21,66.07,13.97,,22.5,6.78,9216.0,2.2,89.28,11.46,45.37,79.72,43737.0,42.25,21.11,3.67,18.35,91030.669,52.35,31.6,49926.413,53.51,53.3,72.59,55.91,1.01,4.4,7923.0,858.0,134242.0,90505.0,18.7
Someren,,,,7.41,9.3,0.72,47.63,20.54,17.65,53.37,53.48,45.26,62.6,24.0,71.3,18.53,40.24,49.46,54.68,49.6,44.48,7.07,64.72,19.73,66.27,73.37,14.21,19.29,703.0,,42.86,50.6,2.01,23.97,18.45,49.86,83.61,17.22,1255.0,,53.91,85.49,80.78,15.71,,24.1,3.94,12071.0,1.63,90.48,9.62,42.88,81.14,61515.0,46.92,20.88,4.51,14.24,93670.896,53.37,31.6,49921.11,52.85,56.3,76.74,54.9,1.92,3.46,6251.0,887.0,163743.0,102228.0,14.13
Son en Breugel,,,,7.94,10.94,3.1,57.37,35.88,14.71,37.09,62.65,53.12,77.03,26.0,81.41,25.36,57.22,58.23,62.54,40.5,53.17,9.77,77.62,8.87,82.25,82.9,20.43,25.58,720.0,,55.57,42.7,12.9,32.53,21.24,42.74,91.5,23.73,1036.0,,64.09,86.71,71.44,24.22,,22.8,7.06,15083.0,1.87,88.76,7.35,57.93,72.88,38060.0,51.15,23.08,3.89,12.74,100104.411,56.47,32.3,53408.008,56.11,51.1,73.98,60.37,1.59,6.05,5449.0,1005.0,106206.0,68145.0,27.52
Stede Broec,,,,6.58,9.2,3.27,39.26,15.03,21.85,54.8,51.35,38.0,58.16,23.0,66.55,14.34,35.17,39.92,51.91,81.5,37.57,8.74,58.06,12.84,62.64,66.89,14.57,14.58,542.0,1.64,39.93,35.3,2.64,18.78,19.29,51.73,82.58,16.68,1143.0,1.52,45.8,82.16,74.17,14.19,0.96,23.7,6.51,10818.0,3.14,88.03,4.86,40.76,76.56,37973.0,48.32,20.52,5.15,17.76,94354.498,52.33,31.8,48451.623,51.8,45.9,75.62,53.78,1.65,4.94,2236.0,1099.0,118798.0,80825.0,14.29
Steenbergen,,,,6.06,10.89,1.75,43.71,22.73,19.15,46.74,56.42,42.19,66.71,24.0,71.58,18.6,43.02,45.2,56.27,40.9,43.45,9.27,67.69,12.24,73.8,72.54,16.13,19.7,686.0,,40.13,42.1,8.33,24.66,21.19,46.44,85.63,16.37,900.0,,48.3,83.47,75.56,14.0,,23.5,6.65,11647.0,2.83,90.27,5.99,38.15,80.5,32331.0,52.62,20.71,4.97,18.67,91417.397,53.14,31.8,48531.764,52.03,50.6,73.49,63.51,1.16,4.57,4211.0,1129.0,101742.0,69412.0,13.13
Stein,,,,7.03,11.4,2.99,56.28,23.83,17.57,44.37,61.51,53.47,79.3,26.0,80.32,24.4,50.22,56.94,62.52,42.1,52.93,7.99,78.4,20.6,71.86,80.9,22.65,25.23,644.0,,44.32,45.5,2.81,26.56,18.13,44.28,76.88,21.27,915.0,1.15,54.09,78.06,74.73,16.73,,24.1,8.93,11690.0,4.23,86.29,5.64,45.69,76.09,27230.0,51.33,20.67,5.1,19.71,87585.127,50.05,32.2,47728.937,50.92,56.6,73.27,62.38,2.19,6.82,2586.0,1194.0,64542.0,37312.0,16.85
Terneuzen,,,,6.31,13.44,6.49,47.46,20.34,24.58,50.59,58.91,44.43,67.77,23.0,74.43,19.65,45.65,47.59,58.07,34.2,43.27,11.86,67.85,11.46,74.04,74.77,18.26,19.84,687.0,1.12,40.67,37.0,6.26,22.82,22.63,49.24,84.35,14.07,1042.0,1.65,46.18,79.69,63.62,12.78,0.54,22.1,8.43,12335.0,2.65,87.56,4.71,40.58,77.46,28094.0,49.12,20.78,4.93,18.78,90991.493,51.82,31.4,48367.77,51.64,47.2,74.66,58.98,1.88,5.37,3083.0,1413.0,113689.0,85595.0,14.35
Terschelling,,,,3.81,7.27,0.06,55.81,24.21,19.41,51.34,65.67,47.41,74.92,12.0,77.79,17.65,49.13,58.82,66.13,32.3,48.39,10.0,76.61,12.35,79.19,79.41,17.34,17.65,590.0,,45.61,35.9,1.7,18.48,22.2,52.32,90.38,15.9,1305.0,,47.89,80.84,46.74,13.41,,22.2,10.16,10011.0,,83.96,10.16,40.64,63.39,56816.0,51.87,19.37,,27.69,83322.982,47.03,30.8,47851.745,46.74,52.8,70.0,62.57,,5.35,5073.0,933.0,127147.0,70331.0,9.63
Texel,,,,9.78,9.78,1.47,48.03,13.2,26.25,61.07,54.2,43.58,76.21,23.0,76.56,16.05,48.39,47.55,53.81,35.6,43.0,10.66,77.89,16.63,75.9,77.61,15.56,15.78,752.0,,49.51,38.4,1.11,15.62,27.26,59.9,85.84,16.26,689.0,,45.75,82.46,51.53,15.03,,22.0,7.62,14522.0,1.8,90.03,7.06,40.72,70.56,50219.0,45.71,19.04,6.81,26.0,83316.56,47.0,30.5,43667.52,46.88,46.4,72.95,54.29,,5.26,3877.0,828.0,123611.0,73392.0,15.1
Uithoorn,,,,7.43,10.58,9.26,49.98,31.61,18.69,40.18,59.34,46.31,68.88,25.0,73.89,19.57,51.38,51.75,59.41,31.9,45.4,10.34,69.94,8.31,77.15,75.75,19.92,20.1,624.0,,54.33,34.0,8.19,35.5,18.03,37.45,87.78,25.56,870.0,0.81,60.45,85.15,78.74,22.75,,23.8,6.96,13488.0,2.93,87.36,6.78,44.23,67.44,48294.0,49.73,21.17,4.39,15.2,95160.758,54.13,32.2,51471.265,54.04,43.1,71.85,59.34,1.19,5.13,4046.0,1125.0,108032.0,59738.0,18.13
Vaals,,,,7.83,14.62,15.01,56.31,20.27,31.03,62.13,64.02,51.46,77.93,23.0,75.05,22.35,57.14,58.24,64.24,40.2,50.33,10.99,80.13,10.44,79.67,79.12,20.88,22.53,574.0,,48.86,43.8,4.26,23.28,24.6,51.14,79.8,21.17,571.0,,45.43,74.11,70.3,13.71,,23.4,7.86,9797.0,3.14,85.22,4.4,44.65,67.94,38180.0,49.37,21.08,8.2,21.72,84199.358,47.48,31.8,46181.899,49.23,54.6,67.62,58.18,3.14,6.6,3796.0,891.0,96573.0,58393.0,15.41
Valkenburg aan de Geul,,,,6.73,8.65,2.61,51.55,28.43,18.23,41.07,57.97,48.77,73.94,25.0,79.66,20.2,52.65,50.0,56.06,43.6,46.97,12.84,75.51,8.07,83.06,78.93,22.65,18.8,1239.0,,56.6,44.8,2.82,29.97,19.82,42.58,89.15,22.88,1057.0,1.54,63.43,85.73,68.35,25.78,,23.3,6.74,11705.0,3.89,86.51,4.93,47.21,69.87,30059.0,54.73,20.37,7.73,22.2,87756.422,49.64,31.5,46872.039,49.93,53.5,70.89,61.87,2.2,4.67,1894.0,1058.0,77323.0,47264.0,21.01
Voerendaal,,,,6.74,10.93,2.12,52.29,25.98,20.79,44.14,60.93,50.93,69.14,27.0,76.4,19.06,51.3,52.97,61.21,42.7,49.7,11.88,69.09,10.69,82.27,77.2,20.09,19.0,603.0,,54.67,47.5,6.48,23.37,25.87,51.03,90.96,23.58,874.0,,60.26,84.94,70.88,22.53,,23.3,7.35,13646.0,2.59,89.77,8.65,59.65,72.12,31332.0,51.87,21.87,3.39,14.07,97778.265,55.54,32.4,54168.672,57.16,58.6,73.9,59.22,,6.34,8435.0,1073.0,105638.0,74306.0,25.22
Voorschoten,,,,5.82,9.43,7.03,59.58,48.98,13.44,29.01,65.66,54.55,80.66,27.0,82.0,27.14,66.19,61.37,64.92,38.2,54.57,15.29,81.29,3.43,87.92,83.55,37.96,28.65,840.0,,65.33,37.1,9.49,41.24,18.11,35.56,91.79,37.72,1054.0,,68.55,86.29,70.19,35.54,,23.0,9.01,14379.0,2.03,88.96,9.54,57.86,66.16,48495.0,49.65,23.45,4.41,13.33,101239.536,56.01,31.9,55308.944,57.06,43.5,69.89,58.66,2.03,6.54,5407.0,908.0,106173.0,57678.0,30.48
Voorst,,,,6.54,8.19,1.97,47.29,25.9,17.04,46.07,55.68,45.91,69.66,24.0,73.95,17.07,44.66,47.15,53.19,33.4,43.16,12.41,69.88,11.56,76.28,74.74,17.97,16.28,587.0,,41.98,40.2,4.74,24.85,19.86,47.28,87.86,18.74,1237.0,,51.21,82.82,70.35,16.17,,23.3,6.24,12915.0,2.36,88.44,7.35,42.61,75.32,43568.0,49.64,20.41,4.45,18.11,91111.577,51.36,31.0,48969.407,50.3,46.4,75.77,58.57,1.58,4.33,6484.0,1032.0,108543.0,64975.0,12.28
Waalre,,,,7.81,11.28,4.17,54.02,44.91,11.55,28.99,58.82,50.81,73.02,26.0,75.76,24.2,57.26,55.52,60.1,37.0,50.86,15.83,73.29,6.58,85.48,76.78,26.3,24.76,605.0,,58.59,45.3,6.22,36.95,15.88,37.33,90.78,28.16,744.0,,71.03,88.13,63.46,30.47,,22.7,7.86,29360.0,1.68,88.92,9.15,62.11,74.21,47281.0,52.58,23.72,2.48,13.64,109401.656,58.27,32.3,56215.488,57.48,50.4,72.56,57.86,1.93,6.31,10545.0,1000.0,376747.0,329467.0,29.77
Waterland,,,,6.35,8.58,1.38,55.29,43.94,12.52,27.74,59.96,50.85,75.42,22.0,78.01,24.12,57.6,53.6,58.37,33.7,48.78,16.5,75.12,5.5,82.73,77.29,28.99,22.57,795.0,,60.58,36.1,12.72,30.05,21.73,43.81,89.52,31.64,828.0,,61.33,87.14,80.61,24.69,,24.3,7.36,11639.0,1.81,91.04,10.45,48.29,74.86,54467.0,48.83,21.68,3.65,12.5,98119.289,54.68,32.2,51413.383,55.42,45.4,75.65,57.25,,4.26,9164.0,741.0,277954.0,223487.0,17.48
West Maas en Waal,,,,7.41,10.08,0.99,46.54,23.1,19.17,47.43,55.78,39.87,69.3,24.0,72.6,14.78,48.99,46.82,54.93,43.9,38.73,12.01,69.19,8.46,74.63,72.26,18.22,14.88,646.0,,46.07,48.1,5.62,23.96,19.54,46.92,87.09,19.19,1440.0,,54.41,86.95,73.14,16.53,,23.9,6.81,11014.0,2.2,91.19,7.61,43.14,79.2,42771.0,47.05,20.7,4.67,15.67,92295.158,53.98,31.1,47937.798,52.83,51.5,78.59,53.95,,4.2,6124.0,888.0,134591.0,91820.0,13.51
Westerveld,,,,5.57,8.93,1.08,43.17,21.1,20.17,48.98,48.33,41.4,57.28,21.0,72.92,16.26,48.95,44.96,47.98,57.9,41.28,15.27,57.48,11.42,70.95,73.87,18.42,16.18,543.0,,46.01,60.5,2.03,21.53,22.46,50.63,87.33,18.23,883.0,,55.01,87.52,62.75,15.85,,22.9,6.26,11263.0,1.67,88.1,6.58,42.07,74.68,38615.0,48.64,19.61,5.96,21.37,84601.079,47.14,30.2,45103.003,47.43,53.5,70.73,57.83,1.57,4.07,3768.0,1073.0,89188.0,50573.0,12.73
Westervoort,,,,6.92,9.85,7.18,44.93,16.17,29.46,55.73,53.97,39.02,68.3,24.0,69.13,16.64,40.2,45.95,53.42,33.5,37.21,11.66,67.81,13.78,67.11,69.19,14.95,17.78,762.0,1.64,41.27,35.7,8.06,23.66,25.04,50.44,83.73,14.95,1473.0,1.73,48.15,78.99,71.28,14.57,,23.5,7.59,15076.0,2.85,86.63,3.11,43.23,69.09,20804.0,53.75,20.33,4.6,18.51,84848.563,48.47,31.7,46450.366,50.18,46.6,74.69,60.48,2.33,5.61,1972.0,1037.0,53204.0,32400.0,13.2
Wierden,,,,5.67,9.12,1.54,53.26,21.95,16.95,47.62,64.6,48.51,75.19,23.0,78.4,20.71,49.05,54.95,64.44,34.3,48.56,7.04,74.89,17.15,75.04,79.93,18.65,21.21,782.0,,45.08,36.2,4.83,18.65,21.96,53.47,87.61,16.13,864.0,0.79,59.39,89.61,79.43,16.18,,24.3,4.32,10604.0,1.01,92.84,8.99,50.74,80.62,49376.0,48.92,21.34,4.25,15.16,97455.373,56.57,31.6,50154.801,53.76,46.4,74.45,57.03,,2.77,6247.0,700.0,152714.0,103338.0,18.85
Wijdemeren,,,,6.29,9.56,2.38,55.67,36.99,14.08,34.2,64.31,54.07,72.08,23.0,79.41,25.58,56.55,55.57,63.43,33.0,52.3,15.18,70.84,8.1,84.1,79.98,25.72,25.54,853.0,,56.54,35.2,7.99,40.87,19.09,36.97,90.48,24.63,937.0,,63.07,89.14,72.04,23.97,,23.8,8.47,15165.0,2.92,88.32,7.98,48.98,76.7,55710.0,48.59,22.19,4.56,14.51,99878.005,55.48,31.5,53623.806,55.81,42.5,72.42,55.01,1.75,5.94,5053.0,807.0,138613.0,82903.0,22.88
Wijk bij Duurstede,,,,5.58,10.4,3.54,48.22,26.8,15.72,42.76,59.34,45.73,71.23,24.0,74.39,20.21,47.32,49.34,59.14,35.2,44.79,10.41,71.78,11.32,77.92,74.82,18.93,20.32,893.0,,45.52,36.2,5.49,31.48,17.7,40.57,90.86,17.39,940.0,1.46,55.71,85.19,71.23,17.99,,23.4,7.49,11229.0,2.47,89.91,5.33,44.04,72.07,35672.0,47.46,21.39,4.21,15.43,95015.364,53.4,31.5,50795.839,53.76,44.5,72.31,57.11,1.08,5.39,4740.0,751.0,105783.0,70111.0,16.37
Woensdrecht,,,,8.36,11.76,3.41,47.03,25.02,19.48,42.56,57.04,43.95,71.13,25.0,73.72,18.26,42.6,47.33,57.53,41.2,43.15,9.83,69.52,9.69,79.47,73.46,11.73,17.98,640.0,,43.03,41.4,9.31,24.45,20.89,46.11,85.96,18.47,865.0,,46.8,79.32,77.78,12.25,,23.8,7.37,9590.0,2.39,91.18,5.39,43.36,80.74,39837.0,50.0,21.18,3.09,15.35,93358.428,54.06,32.2,50182.883,53.92,51.9,75.5,59.96,1.35,5.08,2585.0,956.0,107724.0,67887.0,13.9
Wormerland,,,,5.59,11.9,3.94,38.5,27.76,17.01,39.91,43.45,33.12,65.65,26.0,64.63,11.35,47.72,39.0,43.17,34.1,32.08,18.48,65.54,6.32,69.92,66.18,17.32,11.49,811.0,,47.43,36.1,8.17,29.26,17.85,41.26,86.96,18.68,1187.0,,49.03,85.19,85.38,15.3,,24.2,7.91,13146.0,2.08,89.04,5.83,41.05,77.61,41487.0,50.9,21.16,3.15,15.4,95323.096,54.55,31.8,50858.933,54.15,44.2,71.85,60.06,,5.13,3191.0,979.0,102901.0,61414.0,13.59
Woudenberg,,,,5.23,7.78,2.67,51.76,25.66,19.86,46.2,64.66,46.48,72.27,26.0,74.88,20.75,51.42,51.61,63.15,32.2,44.72,13.0,73.03,13.9,75.46,75.45,18.86,20.79,800.0,,49.57,35.1,3.83,27.71,19.23,45.38,88.73,19.31,757.0,,56.18,89.2,76.59,16.69,,23.7,5.61,13479.0,,90.25,5.91,44.02,79.67,49826.0,45.94,21.78,3.64,14.75,94645.72,55.19,31.4,51291.883,53.48,43.7,71.4,50.52,,3.84,3161.0,949.0,105104.0,55278.0,15.51
Zandvoort,,,,5.49,11.07,7.12,53.76,35.39,22.89,43.22,55.93,49.22,82.73,24.0,80.32,24.35,57.22,54.07,57.21,35.4,48.97,13.85,83.52,7.91,86.97,79.56,27.82,23.08,764.0,,54.86,38.5,8.65,42.71,19.21,36.42,92.13,23.75,1123.0,,51.8,79.97,77.04,19.36,,23.9,7.84,10789.0,2.99,85.26,7.09,44.78,65.91,75406.0,50.0,21.41,5.08,18.94,93688.25,51.28,30.7,48643.492,50.75,43.7,65.36,60.63,2.05,5.04,5128.0,1025.0,265620.0,190214.0,20.71
Zoeterwoude,,,,6.18,7.26,3.69,50.11,32.15,14.14,36.2,56.84,48.57,69.94,23.0,73.86,19.89,54.09,50.48,55.56,34.2,47.62,18.91,69.44,7.37,80.5,75.24,21.7,19.05,600.0,,53.14,38.9,10.81,34.17,20.78,40.68,90.39,25.69,758.0,,53.27,85.42,75.89,20.93,,23.8,6.53,11137.0,,91.63,6.53,47.14,77.96,53307.0,48.98,21.72,3.11,16.03,96700.583,55.55,31.7,51480.954,55.15,45.9,78.95,54.29,,3.88,4317.0,952.0,115476.0,62169.0,22.65
Zundert,,,,8.43,11.82,3.49,47.59,25.17,19.97,47.64,58.95,49.45,68.45,27.0,76.9,18.39,42.92,48.06,57.88,44.9,49.23,8.26,68.65,12.77,74.55,77.45,17.32,18.66,617.0,,43.9,43.7,6.25,27.97,19.77,45.46,87.79,14.73,1159.0,,54.28,88.12,81.15,15.59,,24.4,5.88,10777.0,2.03,91.19,14.18,46.2,82.05,66146.0,49.04,21.21,3.2,13.78,97079.668,56.28,32.4,51228.902,55.47,52.5,79.83,58.66,,4.26,15195.0,1449.0,217583.0,151437.0,14.89
Rozendaal,,,,,12.94,2.55,81.29,68.61,8.39,18.97,80.97,80.77,90.34,24.0,94.5,49.41,85.88,83.33,82.43,45.7,86.49,,,,,,57.65,54.76,555.0,,79.17,53.1,7.88,41.06,17.46,35.41,,40.63,1099.0,,80.39,,52.94,47.06,,21.5,,27178.0,,,26.92,50.0,78.43,29850.0,46.15,22.69,,19.57,95642.276,51.61,31.1,53077.474,55.74,53.6,54.35,44.23,,,16600.0,1015.0,226090.0,196241.0,34.62
Vlieland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.62,34.3,1.69,19.35,23.92,56.07,,22.22,780.0,,49.21,82.54,36.51,,,21.6,,12706.0,,,,32.76,61.4,23814.0,58.62,19.84,,23.4,80584.27,43.75,33.0,47547.711,45.68,47.0,61.7,65.52,,,9243.0,1267.0,52065.0,28252.0,
Schiermonnikoog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.54,,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
